"OBJECTID,N,9,0","SEG_NAME,C,100","SEG_CODE,N,9,0","ONS_FORM,C,5","ONS_COM,C,100","BAK_FORM,C,5","BAK_ELEV,N,15,11","BAK_EL_DQ,C,5","BAK_MAT1,C,5","BAK_MAT2,C,5","BAK_COM,C,100","SHO_FORM,C,5","BEA_FORM,C,5","SHO_MAT1,C,5","SHO_MAT2,C,5","SHO_COM,C,100","DEP_CLOS,N,13,11","ISO_2M,N,17,11","ISO_5M,N,17,11","ISO_10M,N,17,11","ISO_100M,N,19,11","OFF_MAT,C,5","ICE1,C,5","ICE2,N,14,11","ICE2_DQ,C,5","ICE_COM,C,100","RATE,N,15,11","RATE_INT,C,50","RATE_DQ,C,5","DYN_PROC,C,5","BULK_DEN,N,13,11","BULKD_DQ,C,5","OC,N,14,11","OC_DQ,C,5","SOC,N,15,11","SOC_DQ,C,5","SOURCES,C,100","COMMENTS,C,100","COM_DQ,C,100","CONTACT,C,50","MAPPERS,C,100","SEA_NAME,C,50","SEA_CODE,N,9,0","SEG_NO,N,9,0","OLD_NO,N,9,0","SEG_COM,C,100","SHAPE_LENG,N,19,11","SHAPE_AREA,N,19,11",SegLen
54,Baldwin Peninsula,120220,l,lowland,,8.00000000000,m,u,d,diamict,b,f,u,msg,,0.00000000000,10.00000000000,2000.00000000000,5000.00000000000,500000.00000000000,sgm,l,15.00000000000,l,,-0.30000000000,37 years,m,e,1.60000000000,l,0.50000000000,l,58.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,220,22,"'erosion rate, carbon and ice profiles roughly estimated'",2.50399611379,0.10277287515,84017.8938845581
55,Kotezbue,120230,l,lowland/spit,,3.30000000000,m,u,sg,lagoon,b,f,u,sg,,0.00000000000,50.00000000000,2000.00000000000,5000.00000000000,500000.00000000000,sg,m,25.00000000000,l,,0.30000000000,37 years,m,e,0.80000000000,l,6.00000000000,l,127.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,230,23,"'erosion rate, carbon and ice profiles roughly estimated'",0.61307139938,0.01693433644,27553.2238181996
56,Baldwin Hills,120240,u,upland,,5.00000000000,l,u,d,diamict,b,f,u,msg,,0.00000000000,10.00000000000,2000.00000000000,5000.00000000000,500000.00000000000,sgm,l,15.00000000000,l,,-0.30000000000,37 years,l,e,1.60000000000,l,0.50000000000,l,36.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,240,24,"'erosion rate, carbon and ice profiles roughly estimated'",0.59707083543,0.01736342349,16827.3563039445
57,Hotham Inlet,120250,c,complex,,3.00000000000,l,u,sgd,bay/inlet,b,f,u,msgo,,0.00000000000,10.00000000000,2000.00000000000,5000.00000000000,500000.00000000000,sgm,h,60.00000000000,l,,0.50000000000,37 years,l,e,1.40000000000,l,6.00000000000,l,151.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,250,25,"'erosion rate, carbon and ice profiles roughly estimated'",6.41749121496,0.73777555766,544372.726216041
58,Noatak River Delta,120260,l,lowland/delta,,0.50000000000,h,u,m,delta,x,f,u,msgo,,0.00000000000,300.00000000000,3000.00000000000,5000.00000000000,500000.00000000000,ms,l,6.00000000000,l,,-0.50000000000,37 years,l,s,1.40000000000,l,2.00000000000,l,13.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,260,26,"'erosion rate, carbon and ice profiles roughly estimated'",1.02460938349,0.04107226465,94352.7076940049
59,Sisaulik Lagoon,120270,w,wetland,,1.50000000000,h,u,mso,lagoon,b,f,u,sgm,,0.00000000000,300.00000000000,3000.00000000000,16000.00000000000,500000.00000000000,ms,m,25.00000000000,l,,1.00000000000,37 years,h,e,0.80000000000,l,8.00000000000,l,77.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,270,27,"'erosion rate, carbon and ice profiles roughly estimated'",0.70763397830,0.01741371311,51994.6848190922
60,Sisaulik Spit,120280,l,lowland/spit,,3.30000000000,h,u,sg,spit; accretionary beach ridges,b,f,u,sg,,0.00000000000,300.00000000000,3000.00000000000,16000.00000000000,500000.00000000000,sg,p,2.00000000000,l,,-0.30000000000,37 years,h,e,1.40000000000,l,0.50000000000,l,23.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,280,28,"'erosion rate, carbon and ice profiles roughly estimated'",0.60277222786,0.00855842200,8943.39619131363
61,Aukulak Lowland,120290,l,lowland,,4.20000000000,h,u,ms,exposed unlithified coast,b,f,u,sg,,0.00000000000,20.00000000000,1000.00000000000,16000.00000000000,500000.00000000000,sg,m,31.00000000000,l,,1.00000000000,37 years,h,e,1.20000000000,l,4.00000000000,l,141.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,290,29,"'erosion rate, carbon and ice profiles roughly estimated'",1.17302590668,0.03674413508,24439.3978592314
62,Cape Krusenstern,120300,l,lowland,,3.10000000000,h,u,gs,accretionary beach ridges,b,f,u,gs,,0.00000000000,20.00000000000,1000.00000000000,4000.00000000000,500000.00000000000,sg,l,6.00000000000,l,,-1.20000000000,50 years,h,s,1.40000000000,l,1.00000000000,l,41.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,300,30,'carbon and ice profiles roughly estimated',0.95854434138,0.03265121063,21562.9899314887
63,Igachuk Hills,120310,u,upland,,20.00000000000,l,l,,exposed rocky coast,b,f,u,gs,,0.00000000000,20.00000000000,2500.00000000000,7000.00000000000,500000.00000000000,sg,l,5.00000000000,l,,0.00000000000,50 years,l,s,2.00000000000,l,0.01000000000,l,4.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,310,31,'carbon and ice profiles roughly estimated',2.36097417403,0.12161283996,79842.415065588
64,Kivalina Barrier Lagoon,120320,l,lowland/barrier spit,,2.50000000000,h,u,sg,lagoon,b,f,u,gs,,0.00000000000,20.00000000000,2500.00000000000,7000.00000000000,500000.00000000000,sg,m,25.00000000000,l,,0.30000000000,50 years,h,e,0.80000000000,l,8.00000000000,l,128.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,320,32,"'erosion rate, carbon and ice profiles roughly estimated'",0.96296244844,0.03668241774,67787.4974235196
65,Cape Thompson,120330,u,upland,,50.00000000000,l,l,,exposed rocky coast,b,f,u,gs,,0.00000000000,20.00000000000,2500.00000000000,7000.00000000000,500000.00000000000,gs,l,5.00000000000,l,,0.00000000000,50 years,m,s,2.00000000000,l,0.01000000000,l,10.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,330,33,'carbon and ice profiles roughly estimated',2.79707532960,0.11018703998,71632.6787436016
66,Point Hope,120340,l,lowland/spit,,3.00000000000,l,u,sg,beach ridges; cuspate foreland,b,f,u,sg,,0.00000000000,20.00000000000,2000.00000000000,6000.00000000000,500000.00000000000,gs,l,6.00000000000,l,,-0.30000000000,50 years,h,e,1.40000000000,l,0.50000000000,l,20.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,340,34,"'erosion rate, carbon and ice profiles roughly estimated'",2.73411534097,0.11361359856,77240.8324238573
67,Cape Lisburne,120350,u,upland,,50.00000000000,l,l,,exposed rocky coast,b,f,u,g,,0.00000000000,20.00000000000,1000.00000000000,6000.00000000000,500000.00000000000,gs,l,5.00000000000,l,,0.00000000000,50 years,m,s,2.00000000000,l,0.01000000000,l,10.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,350,35,'carbon and ice profiles roughly estimated',1.67652451047,0.10535924035,64416.6303688375
68,Ayugatak Lagoon,120360,l,lowland/barrier spit,,2.00000000000,m,u,sg,lagoon,b,f,u,sg,,0.00000000000,20.00000000000,800.00000000000,5000.00000000000,500000.00000000000,sg,m,40.00000000000,l,,0.30000000000,50 years,l,es,0.80000000000,l,8.00000000000,l,90.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,360,36,"'erosion rate, carbon and ice profiles roughly estimated'",1.09307769245,0.03450993801,21954.0959263938
69,Corwin Bluffs,120370,u,upland,,10.00000000000,l,l,,exposed rocky coast,b,f,u,sg,,0.00000000000,20.00000000000,800.00000000000,5000.00000000000,500000.00000000000,sg,p,0.00000000000,l,,0.00000000000,50 years,l,s,2.00000000000,l,0.01000000000,l,2.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,370,37,'carbon and ice profiles roughly estimated',3.87840429368,0.14407749418,90252.2803704814
70,Omalik Lagoon Lowland,120380,l,lowland,,3.50000000000,m,u,ms,exposed unlithified coast,b,f,u,sg,,0.00000000000,20.00000000000,1500.00000000000,10000.00000000000,500000.00000000000,sgm,m,40.00000000000,l,,2.00000000000,50 years,l,e,1.20000000000,l,5.00000000000,l,147.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,380,38,"'erosion rate, carbon and ice profiles roughly estimated'",1.23836382314,0.05485618480,32549.4055489848
71,Kasegaluk Lagoon,120390,l,lowland,,2.00000000000,m,u,mo,lagoon,b,f,u,sg,,0.00000000000,100.00000000000,1000.00000000000,5000.00000000000,500000.00000000000,sm,m,40.00000000000,l,,1.00000000000,50 years,l,e,0.80000000000,l,8.00000000000,l,90.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,390,39,"'erosion rate, carbon and ice profiles roughly estimated'",1.33651783897,0.07024505718,89113.8836630501
72,Kukpowruk River Delta,120400,ld,lowland/delta,,0.50000000000,m,u,m,delta,b,f,u,msg,,0.00000000000,500.00000000000,1000.00000000000,5000.00000000000,500000.00000000000,smg,l,6.00000000000,l,,-0.50000000000,50 years,l,s,1.40000000000,l,2.00000000000,l,13.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,400,40,"'erosion rate, carbon and ice profiles roughly estimated'",0.60892183745,0.01710092395,43463.9368289977
73,Kasegaluk Lagoon,120410,l,lowland,,2.00000000000,m,u,mso,lagoon,b,f,u,msgo,,0.00000000000,100.00000000000,1000.00000000000,5000.00000000000,500000.00000000000,sm,m,40.00000000000,l,,1.00000000000,50 years,l,e,0.80000000000,l,8.00000000000,l,90.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,410,41,"'erosion rate, carbon and ice profiles roughly estimated'",0.61353266056,0.01900675004,20129.834219169
74,Kokolik River Delta,120420,ld,lowland/delta,,0.50000000000,m,u,m,delta,b,f,u,msg,,0.00000000000,500.00000000000,1000.00000000000,5000.00000000000,500000.00000000000,smg,l,6.00000000000,l,,-0.50000000000,50 years,l,s,1.40000000000,l,2.00000000000,l,13.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,420,42,"'erosion rate, carbon and ice profiles roughly estimated'",0.45213800045,0.00856282478,22960.6630911989
75,Kasegaluk Lagoon,120430,l,lowland,,2.00000000000,m,u,so,lagoon,b,f,u,msgo,,0.00000000000,100.00000000000,1000.00000000000,5000.00000000000,500000.00000000000,sm,m,40.00000000000,l,,1.00000000000,50 years,l,e,0.80000000000,l,8.00000000000,l,90.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,430,43,"'erosion rate, carbon and ice profiles roughly estimated'",1.35797130403,0.06000470516,43293.7798607267
76,Utukok River Delta,120440,l,lowland/delta,,0.50000000000,h,u,m,delta,b,f,u,sg,,0.00000000000,500.00000000000,1000.00000000000,5000.00000000000,500000.00000000000,smg,l,6.00000000000,l,,-0.50000000000,50 years,l,s,1.40000000000,l,2.00000000000,l,13.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,440,44,"'erosion rate, carbon and ice profiles roughly estimated'",0.77344358250,0.02372368678,46629.6527910363
77,Kasegaluk Barrier Island,120450,l,barrier island,,2.50000000000,l,u,sg,barrier islands,b,f,u,sg,,0.00000000000,10.00000000000,500.00000000000,3000.00000000000,500000.00000000000,sg,p,2.00000000000,l,,0.00000000000,50 years,l,es,1.40000000000,l,0.50000000000,l,17.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,450,45,"'erosion rate, carbon and ice profiles roughly estimated'",5.79577939800,0.22899502167,397554.538656087
78,Kasegaluk Lagoon,120460,l,lowland,,1.80000000000,m,u,mso,lagoon,b,f,u,mso,,0.00000000000,10.00000000000,500.00000000000,3000.00000000000,500000.00000000000,sm,m,40.00000000000,l,,1.00000000000,50 years,l,e,0.80000000000,l,8.00000000000,l,81.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,460,46,"'erosion rate, carbon and ice profiles roughly estimated'",4.24969730989,0.19880345443,263315.240499353
79,Kilimantavik lowland,120470,l,lowland,,3.00000000000,l,u,mso,exposed unlithified coast,b,f,u,mso,,0.00000000000,10.00000000000,500.00000000000,3000.00000000000,500000.00000000000,smg,m,40.00000000000,l,,2.00000000000,50 years,l,e,1.20000000000,l,6.00000000000,l,151.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,470,47,"'erosion rate, carbon and ice profiles roughly estimated'",1.15162841018,0.04303872313,27760.4232282234
80,Wainwright,120480,l,lowland/barrier spit,,1.80000000000,m,u,sg,exposed unlithified coast and inlet,b,f,u,sg,,0.00000000000,100.00000000000,1000.00000000000,5000.00000000000,250000.00000000000,sg,m,40.00000000000,l,,0.00000000000,50 years,l,e,1.20000000000,l,6.00000000000,l,91.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,480,48,'carbon and ice profiles roughly estimated',4.29551588528,0.27480199027,277722.062831295
81,Peard Bay,120490,l,lowland,,3.00000000000,m,u,msg,lagoon,b,f,u,mso,,0.00000000000,100.00000000000,1000.00000000000,5000.00000000000,250000.00000000000,sgm,m,40.00000000000,l,,1.00000000000,50 years,l,e,0.80000000000,l,6.00000000000,l,101.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,490,49,"'erosion rate, carbon and ice profiles roughly estimated'",2.53090797502,0.11017868169,101750.830332535
82,Point  Franklin Barrier Spit,120500,l,barrier island,,2.00000000000,m,u,s,barrier islands,b,f,u,sg,,0.00000000000,10.00000000000,500.00000000000,2000.00000000000,250000.00000000000,sg,p,2.00000000000,l,,-0.30000000000,50 years,l,es,1.40000000000,l,0.50000000000,l,14.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,500,50,"'erosion rate, carbon and ice profiles roughly estimated'",2.14264960887,0.06964418503,78429.0618631708
83,Skull Cliff,120510,l,lowland,,3.00000000000,m,u,sg,exposed unlithified coast,b,f,u,mso,,0.00000000000,10.00000000000,500.00000000000,2000.00000000000,50000.00000000000,sgm,m,40.00000000000,l,,-0.10000000000,50 years,l,es,1.20000000000,l,4.00000000000,l,100.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,510,51,"'erosion rate, carbon and ice profiles roughly estimated'",2.61359359596,0.10580135687,61882.3436422265
84,Walakpa Coast,120520,l,barrier island,,3.00000000000,m,u,sg,"spit, ice push ridges",b,f,u,sg,,0.00000000000,10.00000000000,500.00000000000,2000.00000000000,10000.00000000000,sg,p,2.00000000000,l,,-0.80000000000,50 years,l,e,1.40000000000,l,0.50000000000,l,21.00000000000,l,,,,Jim Jordan,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Chukchi Sea,12,520,52,'carbon and ice profiles roughly estimated',1.35786499115,0.06185356050,49954.8850044799
85,Elson Lagoon,200010,l,lowland,,3.90000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,100.00000000000,9000.00000000000,12000.00000000000,22000.00000000000,m,h,70.00000000000,h,,2.40000000000,1949-2000,h,e,0.60000000000,h,8.00000000000,h,91.00000000000,h,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,10,1,,2.50277349307,0.11011246054,106358.836374063
86,Dease Inlet Coast West,200020,l,lowland,,3.00000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,100.00000000000,18000.00000000000,22000.00000000000,94000.00000000000,m,h,70.00000000000,m,,2.00000000000,1955-1980,h,e,0.60000000000,m,9.00000000000,m,83.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,20,2,,2.02535428593,0.07345991157,58144.6630015087
87,Meade River Delta,200030,d,delta,,0.30000000000,h,u,m,Silt,f,f,u,m,,0.00000000000,1000.00000000000,38000.00000000000,42000.00000000000,100000.00000000000,m,l,6.00000000000,m,,-0.40000000000,1955-1980,l,a,1.40000000000,m,3.00000000000,m,12.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,30,3,,1.21799240607,0.05371909974,114181.905940453
88,Admiralty Bay Coast,200040,l,lowland,,3.00000000000,m,u,m,Silt and Sand,s,s,u,m,,0.00000000000,8000.00000000000,42000.00000000000,44000.00000000000,100000.00000000000,m,h,70.00000000000,l,,2.00000000000,1955-1980,m,e,0.60000000000,l,9.00000000000,l,83.00000000000,l,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,40,4,,1.05304374639,0.04080610786,39945.9893133278
89,Ikpukpuk River West Delta,200050,d,delta,,0.30000000000,h,u,m,Silt,f,f,u,m,,0.00000000000,1000.00000000000,38000.00000000000,42000.00000000000,100000.00000000000,m,l,6.00000000000,m,,-0.40000000000,1955-1980,l,a,1.40000000000,m,3.00000000000,m,12.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,50,5,,1.28079176569,0.05929260927,94066.2972326695
90,Dease Inlet Coast East,200060,l,lowland,,3.00000000000,m,u,m,Silt and Sand,s,s,u,m,,0.00000000000,100.00000000000,18000.00000000000,22000.00000000000,94000.00000000000,m,h,70.00000000000,m,,2.00000000000,1955-1980,m,e,0.60000000000,m,9.00000000000,m,83.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,60,6,,0.82001248791,0.04075841097,22788.7934342213
91,Tangent Point Coast,200070,l,lowland,,2.00000000000,l,u,m,Silt,s,s,u,m,,0.00000000000,50.00000000000,1000.00000000000,4300.00000000000,75000.00000000000,m,m,40.00000000000,l,,1.50000000000,1955-1980,l,e,0.60000000000,l,11.00000000000,l,89.00000000000,l,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,70,7,,1.43532533075,0.08427349411,131575.394407634
92,Cape Simpson Coast,200080,l,lowland,,3.40000000000,m,u,m,Silt,s,s,u,m,,0.00000000000,50.00000000000,1000.00000000000,4300.00000000000,75000.00000000000,m,h,70.00000000000,l,,2.00000000000,1955-1980,m,e,0.60000000000,l,8.00000000000,l,86.00000000000,l,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,80,8,,1.40599549469,0.06125179770,42477.8633705748
93,Ikpikpuk River East Delta,200090,d,delta,,0.30000000000,h,u,m,Silt,f,f,u,m,,0.00000000000,4000.00000000000,14000.00000000000,22000.00000000000,102000.00000000000,m,l,6.00000000000,m,,-0.40000000000,1955-1980,l,a,1.40000000000,m,3.00000000000,m,12.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,90,9,,1.35379433151,0.05453644886,92616.0001935038
94,Smith Bay,200100,l,lowland,,3.40000000000,m,u,m,Silt and Sand,s,s,u,m,,0.00000000000,30.00000000000,14000.00000000000,22000.00000000000,102000.00000000000,m,h,70.00000000000,l,,4.00000000000,1955-1980,m,e,0.60000000000,l,8.00000000000,l,86.00000000000,l,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,100,10,,0.91046033873,0.03651961792,22714.8842601825
95,Drew Point Coast,200110,l,lowland,,3.10000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,30.00000000000,3600.00000000000,11000.00000000000,84000.00000000000,m,h,70.00000000000,m,,8.40000000000,1955-1980,h,e,0.60000000000,m,9.00000000000,m,84.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,110,11,,1.24275224336,0.04049151118,22076.4291074082
96,Pitt Point Coast,200120,l,lowland,,1.20000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,30.00000000000,3600.00000000000,11000.00000000000,80000.00000000000,m,m,40.00000000000,m,,3.40000000000,1955-1980,h,e,0.60000000000,m,10.00000000000,m,48.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,120,12,,1.13106081499,0.04375869551,50396.8438402486
97,Pogik Bay Coast,200130,l,lowland,,1.40000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,100.00000000000,4800.00000000000,9400.00000000000,70000.00000000000,m,m,40.00000000000,m,,0.30000000000,1955-1980,h,e,0.60000000000,m,12.00000000000,m,64.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,130,13,,1.03422932573,0.03348273678,41859.6726854469
98,Cape Halkett North Coast,200140,l,lowland,,2.20000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,30.00000000000,2400.00000000000,7000.00000000000,60000.00000000000,m,h,70.00000000000,m,,7.40000000000,1955-1980,h,e,0.60000000000,m,10.00000000000,m,70.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,140,14,,1.34434150811,0.04550862426,25179.7149446237
99,Cape Halkett East Coast,200150,l,lowland,,2.90000000000,h,u,m,Silt,s,s,u,m,,0.00000000000,200.00000000000,18000.00000000000,24000.00000000000,90000.00000000000,m,h,70.00000000000,m,,2.90000000000,1955-1980,h,e,0.60000000000,m,8.00000000000,m,70.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,150,15,,1.34937547356,0.06145654212,55247.8598127069
100,Harrison Bay Coast,200160,l,lowland,,3.10000000000,h,u,m,Silt,s,s,u,s,,0.00000000000,7000.00000000000,21000.00000000000,28000.00000000000,92000.00000000000,m,m,40.00000000000,m,,2.70000000000,1955-1980,h,e,0.50000000000,m,8.00000000000,m,85.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,160,16,,0.70453874026,0.01496151793,18905.500247814
101,Kogru Inlet,200170,l,lowland,,3.80000000000,h,u,s,Sand,s,s,u,s,,0.00000000000,7000.00000000000,21000.00000000000,28000.00000000000,92000.00000000000,m,m,30.00000000000,m,,0.70000000000,1955-1980,h,e,0.40000000000,m,7.00000000000,m,86.00000000000,m,,,,Torre Jorgenson,"Torre Jorgenson, Frits Steenhuisen, Hugues Lantuit",US Beaufort Sea,20,170,17,,1.67512765519,0.06079458813,74515.3437020825
